row_id	Order_ID	Order_Date	Ship_Date	Ship_Mode	Product_ID	Customer_ID
6272	CA-2017-102379	12/2/2017	12/6/2017	Standard Class	OFF-AR-10004022	BB-11545
6274	US-2016-139087	7/17/2016	7/22/2016	Second Class	FUR-FU-10001847	DK-13375
6275	US-2016-139087	7/17/2016	7/22/2016	Second Class	TEC-AC-10004595	DK-13375
6276	US-2016-139087	7/17/2016	7/22/2016	Second Class	FUR-FU-10004164	DK-13375
6277	US-2016-139087	7/17/2016	7/22/2016	Second Class	OFF-LA-10001074	DK-13375
6278	US-2016-139087	7/17/2016	7/22/2016	Second Class	OFF-ST-10000604	DK-13375
6279	US-2016-139087	7/17/2016	7/22/2016	Second Class	TEC-PH-10000148	DK-13375
6280	US-2016-139087	7/17/2016	7/22/2016	Second Class	OFF-BI-10000042	DK-13375
6285	CA-2016-100944	9/24/2016	9/28/2016	Standard Class	FUR-CH-10000988	EH-13765
6286	CA-2016-125080	10/21/2016	10/26/2016	Standard Class	FUR-TA-10003238	VW-21775
6287	CA-2016-121020	10/24/2016	10/31/2016	Standard Class	TEC-PH-10001061	CG-12040
6288	CA-2014-100090	7/8/2014	7/12/2014	Standard Class	FUR-TA-10003715	EB-13705
6290	US-2015-139675	3/13/2015	3/18/2015	Second Class	FUR-CH-10004063	NF-18595
6291	US-2015-139675	3/13/2015	3/18/2015	Second Class	FUR-FU-10001979	NF-18595
6292	CA-2017-143756	12/2/2017	12/5/2017	First Class	FUR-CH-10001854	ME-17725
6296	CA-2014-141313	12/28/2014	1/1/2015	Standard Class	OFF-AP-10002651	AJ-10780
6297	CA-2014-141313	12/28/2014	1/1/2015	Standard Class	OFF-ST-10000689	AJ-10780
6298	CA-2014-141313	12/28/2014	1/1/2015	Standard Class	OFF-PA-10003302	AJ-10780
6306	CA-2016-163328	11/4/2016	11/6/2016	Second Class	OFF-SU-10002301	TP-21565
6307	CA-2016-163328	11/4/2016	11/6/2016	Second Class	FUR-CH-10003298	TP-21565
6308	CA-2016-163328	11/4/2016	11/6/2016	Second Class	OFF-PA-10004353	TP-21565
6309	CA-2016-163328	11/4/2016	11/6/2016	Second Class	FUR-CH-10000229	TP-21565
6310	CA-2016-163328	11/4/2016	11/6/2016	Second Class	OFF-LA-10003930	TP-21565
6311	CA-2016-163328	11/4/2016	11/6/2016	Second Class	OFF-PA-10000176	TP-21565
6313	CA-2017-120019	2/16/2017	2/21/2017	Standard Class	OFF-ST-10001932	NG-18355
6314	CA-2017-120019	2/16/2017	2/21/2017	Standard Class	TEC-PH-10000923	NG-18355
6327	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	OFF-ST-10000760	XP-21865
6328	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	FUR-FU-10002918	XP-21865
6330	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	OFF-AP-10002311	XP-21865
6331	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	OFF-ST-10003123	XP-21865
6332	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	OFF-AR-10004456	XP-21865
6333	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	FUR-FU-10002268	XP-21865
6334	CA-2014-167927	1/20/2014	1/26/2014	Standard Class	OFF-BI-10004364	XP-21865
6337	CA-2016-165995	8/30/2016	9/6/2016	Standard Class	FUR-FU-10000672	BG-11740
6338	CA-2016-165995	8/30/2016	9/6/2016	Standard Class	TEC-PH-10004908	BG-11740
6339	CA-2017-143112	10/5/2017	10/9/2017	Standard Class	TEC-PH-10003095	TS-21370
6340	CA-2017-143112	10/5/2017	10/9/2017	Standard Class	FUR-CH-10002880	TS-21370
6341	CA-2017-143112	10/5/2017	10/9/2017	Standard Class	TEC-MA-10001047	TS-21370
6343	CA-2015-146255	3/7/2015	3/10/2015	First Class	TEC-AC-10004469	EM-14140
6345	CA-2015-146255	3/7/2015	3/10/2015	First Class	OFF-BI-10001765	EM-14140
6346	CA-2015-146255	3/7/2015	3/10/2015	First Class	TEC-PH-10001619	EM-14140
6352	CA-2017-161130	11/3/2017	11/8/2017	Standard Class	TEC-PH-10002549	BF-11275
6354	US-2015-109015	9/6/2015	9/12/2015	Standard Class	OFF-AP-10001962	BS-11590
6355	US-2015-109015	9/6/2015	9/12/2015	Standard Class	TEC-PH-10002922	BS-11590
6363	CA-2017-110443	11/21/2017	11/25/2017	Standard Class	OFF-BI-10001670	CK-12205
6364	CA-2017-110443	11/21/2017	11/25/2017	Standard Class	TEC-MA-10002073	CK-12205
6365	CA-2017-110443	11/21/2017	11/25/2017	Standard Class	OFF-PA-10003797	CK-12205
6366	CA-2017-144848	4/4/2017	4/5/2017	First Class	TEC-PH-10004006	DS-13030
6367	CA-2017-144848	4/4/2017	4/5/2017	First Class	OFF-SU-10000646	DS-13030
6368	CA-2017-144848	4/4/2017	4/5/2017	First Class	TEC-PH-10002262	DS-13030
6372	CA-2017-143035	10/3/2017	10/5/2017	Second Class	FUR-FU-10001934	CC-12430
6373	CA-2017-143035	10/3/2017	10/5/2017	Second Class	OFF-AR-10001130	CC-12430
6374	CA-2017-143035	10/3/2017	10/5/2017	Second Class	TEC-AC-10002049	CC-12430
6375	CA-2014-107811	4/29/2014	5/3/2014	Standard Class	FUR-CH-10001394	LA-16780
6376	CA-2014-107811	4/29/2014	5/3/2014	Standard Class	OFF-ST-10000798	LA-16780
6379	CA-2017-150623	4/10/2017	4/14/2017	Standard Class	TEC-AC-10004571	DB-13360
6380	CA-2017-150623	4/10/2017	4/14/2017	Standard Class	OFF-ST-10003692	DB-13360
6382	CA-2016-127236	3/29/2016	4/2/2016	Standard Class	FUR-BO-10004015	TB-21595
6383	CA-2016-127236	3/29/2016	4/2/2016	Standard Class	TEC-PH-10000141	TB-21595
6390	CA-2015-147529	2/7/2015	2/11/2015	Standard Class	OFF-EN-10000056	DK-12835
6391	CA-2015-147529	2/7/2015	2/11/2015	Standard Class	OFF-PA-10003349	DK-12835
6399	CA-2017-151981	8/6/2017	8/12/2017	Standard Class	TEC-PH-10003601	GM-14455
6400	CA-2017-151981	8/6/2017	8/12/2017	Standard Class	OFF-LA-10002195	GM-14455
6401	CA-2017-151981	8/6/2017	8/12/2017	Standard Class	OFF-AR-10000380	GM-14455
6402	CA-2017-125472	5/30/2017	5/31/2017	First Class	FUR-BO-10000330	BD-11725
6403	CA-2017-125472	5/30/2017	5/31/2017	First Class	OFF-BI-10000591	BD-11725
6404	CA-2017-125472	5/30/2017	5/31/2017	First Class	FUR-FU-10001731	BD-11725
6406	CA-2017-154074	8/31/2017	9/2/2017	Second Class	FUR-CH-10002331	BW-11110
6407	CA-2017-154074	8/31/2017	9/2/2017	Second Class	OFF-ST-10002370	BW-11110
6408	CA-2017-161774	5/14/2017	5/15/2017	First Class	FUR-CH-10003981	GT-14710
6409	CA-2017-161774	5/14/2017	5/15/2017	First Class	OFF-AR-10001446	GT-14710
6410	CA-2017-161774	5/14/2017	5/15/2017	First Class	OFF-PA-10000300	GT-14710
6411	CA-2017-161774	5/14/2017	5/15/2017	First Class	TEC-PH-10004071	GT-14710
6412	CA-2017-161774	5/14/2017	5/15/2017	First Class	OFF-PA-10003134	GT-14710
6419	CA-2016-140130	10/31/2016	11/5/2016	Standard Class	OFF-SU-10001218	HW-14935
6420	CA-2016-140130	10/31/2016	11/5/2016	Standard Class	FUR-CH-10002084	HW-14935
6421	CA-2016-140130	10/31/2016	11/5/2016	Standard Class	OFF-AR-10004269	HW-14935
6422	CA-2016-140130	10/31/2016	11/5/2016	Standard Class	OFF-ST-10001128	HW-14935
6424	CA-2015-149650	10/24/2015	10/27/2015	First Class	FUR-CH-10003956	RD-19660
6426	CA-2016-143714	5/23/2016	5/27/2016	Standard Class	TEC-CO-10004722	CC-12370
6427	CA-2016-143714	5/23/2016	5/27/2016	Standard Class	OFF-BI-10004308	CC-12370
6428	CA-2016-143714	5/23/2016	5/27/2016	Standard Class	OFF-PA-10000029	CC-12370
6429	CA-2016-143714	5/23/2016	5/27/2016	Standard Class	TEC-PH-10004080	CC-12370
6430	CA-2014-165764	11/3/2014	11/7/2014	Standard Class	OFF-ST-10001558	SH-20395
6431	CA-2014-165764	11/3/2014	11/7/2014	Standard Class	FUR-TA-10001768	SH-20395
6432	CA-2014-165764	11/3/2014	11/7/2014	Standard Class	OFF-BI-10002982	SH-20395
6433	CA-2014-165764	11/3/2014	11/7/2014	Standard Class	FUR-FU-10001468	SH-20395
6436	US-2017-116897	5/27/2017	5/29/2017	First Class	FUR-FU-10004963	JG-15160
6437	US-2017-116897	5/27/2017	5/29/2017	First Class	OFF-ST-10000025	JG-15160
6438	US-2017-116897	5/27/2017	5/29/2017	First Class	TEC-PH-10004389	JG-15160
6439	US-2017-113992	12/14/2017	12/19/2017	Standard Class	FUR-TA-10000577	LC-16885
6440	CA-2014-166891	10/4/2014	10/6/2014	First Class	FUR-CH-10003298	CC-12220
6459	US-2017-133361	5/14/2017	5/17/2017	First Class	OFF-AR-10001919	AJ-10780
6460	US-2017-133361	5/14/2017	5/17/2017	First Class	OFF-AR-10003045	AJ-10780
6461	US-2017-133361	5/14/2017	5/17/2017	First Class	OFF-AR-10003338	AJ-10780
6462	US-2017-133361	5/14/2017	5/17/2017	First Class	TEC-AC-10003280	AJ-10780
6463	US-2017-133361	5/14/2017	5/17/2017	First Class	FUR-CH-10003298	AJ-10780
6464	US-2017-133361	5/14/2017	5/17/2017	First Class	OFF-LA-10004544	AJ-10780
6468	CA-2016-163804	12/2/2016	12/8/2016	Standard Class	OFF-ST-10000142	DB-13270
6469	CA-2016-163804	12/2/2016	12/8/2016	Standard Class	TEC-PH-10000441	DB-13270
6470	CA-2016-163804	12/2/2016	12/8/2016	Standard Class	FUR-FU-10004864	DB-13270
6474	CA-2016-113292	3/18/2016	3/20/2016	Second Class	OFF-AP-10003590	DB-13060
6476	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	OFF-BI-10002432	NR-18550
6477	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	OFF-AP-10003622	NR-18550
6478	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	TEC-AC-10003832	NR-18550
6479	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	OFF-PA-10000809	NR-18550
6480	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	TEC-PH-10000441	NR-18550
6481	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	OFF-AP-10002287	NR-18550
6482	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	FUR-BO-10002824	NR-18550
6483	CA-2017-140872	6/3/2017	6/10/2017	Standard Class	TEC-AC-10002942	NR-18550
6484	CA-2017-113908	6/3/2017	6/9/2017	Standard Class	FUR-TA-10001932	KN-16390
6485	CA-2017-113908	6/3/2017	6/9/2017	Standard Class	TEC-MA-10003173	KN-16390
6486	CA-2017-113908	6/3/2017	6/9/2017	Standard Class	OFF-PA-10004156	KN-16390
6487	CA-2015-120621	3/21/2015	3/26/2015	Standard Class	OFF-AP-10002945	JW-16075
6488	CA-2015-120621	3/21/2015	3/26/2015	Standard Class	OFF-BI-10000948	JW-16075
6489	CA-2015-120621	3/21/2015	3/26/2015	Standard Class	OFF-PA-10002254	JW-16075
6492	CA-2016-113845	11/20/2016	11/25/2016	Standard Class	FUR-BO-10004695	FA-14230
6493	CA-2016-113845	11/20/2016	11/25/2016	Standard Class	OFF-ST-10003327	FA-14230
6494	CA-2016-113845	11/20/2016	11/25/2016	Standard Class	TEC-PH-10003357	FA-14230
6498	CA-2015-103135	7/24/2015	7/28/2015	Standard Class	FUR-FU-10001487	SS-20515
6499	CA-2015-103135	7/24/2015	7/28/2015	Standard Class	OFF-BI-10000069	SS-20515
6500	CA-2015-103135	7/24/2015	7/28/2015	Standard Class	TEC-AC-10003289	SS-20515
6501	CA-2015-103135	7/24/2015	7/28/2015	Standard Class	OFF-BI-10000069	SS-20515
6502	CA-2014-129147	11/2/2014	11/6/2014	Standard Class	TEC-PH-10001299	LC-17050
6503	CA-2014-129147	11/2/2014	11/6/2014	Standard Class	TEC-PH-10001552	LC-17050
6504	CA-2014-129147	11/2/2014	11/6/2014	Standard Class	OFF-BI-10001098	LC-17050
6505	CA-2017-128265	11/17/2017	11/22/2017	Second Class	OFF-ST-10000142	VW-21775
6507	US-2016-128909	10/9/2016	10/11/2016	Second Class	OFF-PA-10001593	SP-20545
6508	US-2016-128909	10/9/2016	10/11/2016	Second Class	FUR-FU-10004071	SP-20545
6509	CA-2017-102197	12/20/2017	12/26/2017	Standard Class	OFF-PA-10001970	DK-13150
6510	CA-2017-102197	12/20/2017	12/26/2017	Standard Class	OFF-BI-10001524	DK-13150
6511	CA-2017-102197	12/20/2017	12/26/2017	Standard Class	OFF-PA-10004156	DK-13150
6512	CA-2017-167640	3/6/2017	3/10/2017	Standard Class	OFF-AR-10003158	FC-14245
6513	CA-2017-167640	3/6/2017	3/10/2017	Standard Class	OFF-LA-10004559	FC-14245
6514	CA-2017-167640	3/6/2017	3/10/2017	Standard Class	OFF-PA-10001033	FC-14245
6515	CA-2017-167640	3/6/2017	3/10/2017	Standard Class	TEC-PH-10001336	FC-14245
6521	CA-2017-138289	1/16/2017	1/18/2017	Second Class	OFF-BI-10004995	AR-10540
6522	CA-2017-138289	1/16/2017	1/18/2017	Second Class	FUR-CH-10004626	AR-10540
6523	CA-2017-138289	1/16/2017	1/18/2017	Second Class	OFF-PA-10001260	AR-10540
6528	CA-2016-157791	12/23/2016	12/28/2016	Second Class	TEC-CO-10002095	CA-11965
6532	US-2017-107384	12/4/2017	12/8/2017	Standard Class	OFF-AR-10001315	TP-21130
6533	US-2017-107384	12/4/2017	12/8/2017	Standard Class	TEC-AC-10004595	TP-21130
6534	US-2017-107384	12/4/2017	12/8/2017	Standard Class	TEC-AC-10001539	TP-21130
6535	CA-2014-128209	11/17/2014	11/22/2014	Standard Class	OFF-BI-10001359	GT-14710
6536	CA-2014-128209	11/17/2014	11/22/2014	Standard Class	FUR-BO-10002213	GT-14710
6537	CA-2014-169684	10/20/2014	10/23/2014	First Class	FUR-TA-10003008	FH-14365
6538	CA-2014-169684	10/20/2014	10/23/2014	First Class	OFF-ST-10000934	FH-14365
6539	CA-2015-109862	10/25/2015	10/30/2015	Standard Class	TEC-PH-10004042	HK-14890
6540	CA-2015-109862	10/25/2015	10/30/2015	Standard Class	FUR-CH-10002439	HK-14890
6548	CA-2014-113880	3/1/2014	3/5/2014	Standard Class	FUR-CH-10000863	VF-21715
6549	CA-2014-113880	3/1/2014	3/5/2014	Standard Class	OFF-PA-10003036	VF-21715
6551	CA-2015-126739	11/1/2015	11/3/2015	Second Class	FUR-CH-10000422	JH-16180
6554	CA-2014-137092	10/20/2014	10/22/2014	Second Class	TEC-AC-10001606	LS-16975
6555	CA-2014-137092	10/20/2014	10/22/2014	Second Class	OFF-ST-10003805	LS-16975
6556	CA-2014-137092	10/20/2014	10/22/2014	Second Class	OFF-PA-10002109	LS-16975
6557	CA-2014-137092	10/20/2014	10/22/2014	Second Class	OFF-BI-10000632	LS-16975
6558	CA-2014-137092	10/20/2014	10/22/2014	Second Class	OFF-LA-10003510	LS-16975
6559	CA-2015-166947	6/5/2015	6/10/2015	Standard Class	FUR-CH-10004997	EB-13750
6560	CA-2016-160941	7/21/2016	7/26/2016	Standard Class	OFF-EN-10003001	DK-12835
6561	CA-2016-160941	7/21/2016	7/26/2016	Standard Class	OFF-LA-10003766	DK-12835
6563	CA-2014-166086	5/7/2014	5/12/2014	Standard Class	OFF-BI-10001078	CT-11995
6564	CA-2014-166086	5/7/2014	5/12/2014	Standard Class	FUR-TA-10003469	CT-11995
6565	CA-2014-166086	5/7/2014	5/12/2014	Standard Class	OFF-AR-10002578	CT-11995
6566	CA-2014-166086	5/7/2014	5/12/2014	Standard Class	FUR-CH-10004675	CT-11995
6567	CA-2017-131282	2/5/2017	2/8/2017	Second Class	OFF-BI-10004632	CB-12025
6568	CA-2017-131282	2/5/2017	2/8/2017	Second Class	OFF-AR-10003087	CB-12025
6569	CA-2014-100678	4/18/2014	4/22/2014	Standard Class	OFF-AR-10001868	KM-16720
6570	CA-2014-100678	4/18/2014	4/22/2014	Standard Class	FUR-CH-10002602	KM-16720
6571	CA-2014-100678	4/18/2014	4/22/2014	Standard Class	OFF-EN-10000056	KM-16720
6572	CA-2014-100678	4/18/2014	4/22/2014	Standard Class	TEC-AC-10000474	KM-16720
6574	CA-2016-160535	11/25/2016	11/30/2016	Standard Class	OFF-ST-10000689	BP-11050
6575	CA-2016-160535	11/25/2016	11/30/2016	Standard Class	TEC-MA-10004255	BP-11050
6576	CA-2017-123085	3/3/2017	3/8/2017	Standard Class	TEC-AC-10000990	EJ-13720
6577	CA-2017-123085	3/3/2017	3/8/2017	Standard Class	FUR-CH-10003968	EJ-13720
6579	CA-2014-103660	8/25/2014	8/30/2014	Standard Class	TEC-PH-10000895	MW-18220
6584	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	OFF-AR-10003727	AM-10705
6585	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	TEC-PH-10002660	AM-10705
6586	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	FUR-FU-10003274	AM-10705
6587	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	OFF-AR-10003829	AM-10705
6588	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	FUR-BO-10003441	AM-10705
6589	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	OFF-BI-10003355	AM-10705
6590	CA-2017-104731	7/21/2017	7/27/2017	Standard Class	OFF-SU-10003505	AM-10705
6600	CA-2014-154095	12/2/2014	12/7/2014	Standard Class	FUR-FU-10003849	ON-18715
6601	CA-2014-154095	12/2/2014	12/7/2014	Standard Class	OFF-PA-10002923	ON-18715
6602	CA-2014-154095	12/2/2014	12/7/2014	Standard Class	FUR-CH-10004754	ON-18715
6603	CA-2014-154095	12/2/2014	12/7/2014	Standard Class	OFF-LA-10000634	ON-18715
6605	CA-2016-148852	5/26/2016	5/31/2016	Standard Class	OFF-FA-10003467	SV-20785
6606	CA-2016-148852	5/26/2016	5/31/2016	Standard Class	OFF-PA-10001293	SV-20785
6607	CA-2016-148852	5/26/2016	5/31/2016	Standard Class	TEC-PH-10003885	SV-20785
6608	CA-2016-148852	5/26/2016	5/31/2016	Standard Class	FUR-CH-10004860	SV-20785
6609	CA-2016-148852	5/26/2016	5/31/2016	Standard Class	TEC-MA-10002428	SV-20785
6612	CA-2015-107678	4/21/2015	4/28/2015	Standard Class	FUR-CH-10001891	JK-16090
6613	CA-2015-107678	4/21/2015	4/28/2015	Standard Class	OFF-BI-10002215	JK-16090
6614	CA-2015-107678	4/21/2015	4/28/2015	Standard Class	TEC-PH-10002103	JK-16090
6615	CA-2015-107678	4/21/2015	4/28/2015	Standard Class	FUR-FU-10003394	JK-16090
6616	CA-2016-123512	6/17/2016	6/19/2016	First Class	FUR-BO-10004218	MV-18190
6617	CA-2016-123512	6/17/2016	6/19/2016	First Class	OFF-LA-10000081	MV-18190
6618	CA-2016-123512	6/17/2016	6/19/2016	First Class	OFF-PA-10001497	MV-18190
6619	US-2017-167402	1/13/2017	1/18/2017	Second Class	OFF-PA-10004983	CP-12085
6620	US-2017-167402	1/13/2017	1/18/2017	Second Class	OFF-AR-10004010	CP-12085
6621	US-2017-167402	1/13/2017	1/18/2017	Second Class	OFF-SU-10002881	CP-12085
6622	US-2017-167402	1/13/2017	1/18/2017	Second Class	FUR-BO-10001608	CP-12085
6627	CA-2014-145541	12/14/2014	12/21/2014	Standard Class	TEC-MA-10001127	TB-21400
6629	CA-2015-135489	9/19/2015	9/22/2015	Second Class	TEC-PH-10000011	GW-14605
6631	CA-2016-105081	12/25/2016	12/30/2016	Standard Class	FUR-CH-10000847	JE-15715
6632	CA-2016-105081	12/25/2016	12/30/2016	Standard Class	FUR-TA-10001307	JE-15715
6635	CA-2017-144498	5/6/2017	5/6/2017	Same Day	OFF-BI-10003982	MB-18085
6636	CA-2017-144498	5/6/2017	5/6/2017	Same Day	TEC-PH-10004977	MB-18085
6637	CA-2017-144498	5/6/2017	5/6/2017	Same Day	OFF-LA-10003510	MB-18085
6640	CA-2014-108609	10/31/2014	11/2/2014	Second Class	FUR-TA-10003954	AJ-10780
6644	US-2015-156496	8/10/2015	8/16/2015	Standard Class	TEC-PH-10000576	WB-21850
6645	US-2015-156496	8/10/2015	8/16/2015	Standard Class	TEC-PH-10004188	WB-21850
6646	US-2015-156496	8/10/2015	8/16/2015	Standard Class	OFF-AP-10001469	WB-21850
6647	US-2016-127334	12/15/2016	12/21/2016	Standard Class	FUR-TA-10003473	MP-18175
6648	US-2016-127334	12/15/2016	12/21/2016	Standard Class	OFF-AP-10001205	MP-18175
6649	US-2017-124779	9/8/2017	9/11/2017	First Class	OFF-BI-10002429	BF-11020
6650	US-2017-124779	9/8/2017	9/11/2017	First Class	TEC-CO-10001943	BF-11020
6651	US-2017-124779	9/8/2017	9/11/2017	First Class	OFF-FA-10004854	BF-11020
6652	US-2017-124779	9/8/2017	9/11/2017	First Class	FUR-FU-10001095	BF-11020
6653	US-2017-124779	9/8/2017	9/11/2017	First Class	OFF-PA-10000061	BF-11020
6654	US-2017-124779	9/8/2017	9/11/2017	First Class	FUR-CH-10003535	BF-11020
6655	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	TEC-PH-10004447	KM-16375
6656	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	TEC-AC-10001114	KM-16375
6657	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	OFF-ST-10000563	KM-16375
6658	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	OFF-EN-10004846	KM-16375
6659	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	FUR-FU-10002253	KM-16375
6660	CA-2017-135937	2/20/2017	2/27/2017	Standard Class	FUR-TA-10001039	KM-16375
6661	CA-2015-129322	8/8/2015	8/10/2015	Second Class	OFF-AR-10004587	DB-13405
6662	CA-2015-129322	8/8/2015	8/10/2015	Second Class	OFF-AP-10004336	DB-13405
6663	CA-2015-129322	8/8/2015	8/10/2015	Second Class	OFF-BI-10001718	DB-13405
6664	CA-2017-162173	10/26/2017	11/1/2017	Standard Class	FUR-TA-10001520	OT-18730
6665	CA-2017-162173	10/26/2017	11/1/2017	Standard Class	OFF-EN-10002831	OT-18730
6673	CA-2015-153794	9/11/2015	9/16/2015	Standard Class	OFF-AR-10000380	SB-20290
6675	CA-2015-109337	11/21/2015	11/23/2015	Second Class	OFF-AR-10003759	DL-13330
6676	CA-2015-109337	11/21/2015	11/23/2015	Second Class	TEC-MA-10002930	DL-13330
6677	CA-2015-109337	11/21/2015	11/23/2015	Second Class	OFF-AP-10004052	DL-13330
6678	CA-2015-109337	11/21/2015	11/23/2015	Second Class	TEC-AC-10000990	DL-13330
6688	CA-2015-165162	5/14/2015	5/21/2015	Standard Class	OFF-ST-10003470	HG-15025
6693	CA-2017-160899	8/11/2017	8/13/2017	Second Class	OFF-BI-10000632	DR-12940
6696	US-2016-155103	12/2/2016	12/7/2016	Standard Class	OFF-BI-10004318	JF-15190
6697	US-2016-155103	12/2/2016	12/7/2016	Standard Class	OFF-BI-10004236	JF-15190
6698	US-2016-155103	12/2/2016	12/7/2016	Standard Class	OFF-PA-10000062	JF-15190
6707	CA-2016-112277	9/10/2016	9/15/2016	Standard Class	TEC-PH-10003505	SC-20695
6709	CA-2015-123141	11/14/2015	11/19/2015	Standard Class	FUR-CH-10004287	GZ-14470
6710	CA-2015-123141	11/14/2015	11/19/2015	Standard Class	FUR-CH-10001891	GZ-14470
6730	CA-2015-156734	6/18/2015	6/20/2015	First Class	OFF-BI-10002982	BV-11245
6731	CA-2015-156734	6/18/2015	6/20/2015	First Class	FUR-CH-10002965	BV-11245
6732	CA-2015-156734	6/18/2015	6/20/2015	First Class	OFF-PA-10001937	BV-11245
6736	CA-2016-123358	4/10/2016	4/17/2016	Standard Class	OFF-AP-10004980	BT-11680
6737	CA-2016-123358	4/10/2016	4/17/2016	Standard Class	OFF-ST-10001932	BT-11680
6738	CA-2016-123358	4/10/2016	4/17/2016	Standard Class	OFF-ST-10000636	BT-11680
6739	CA-2016-123358	4/10/2016	4/17/2016	Standard Class	OFF-BI-10000069	BT-11680
6740	CA-2014-144029	5/26/2014	5/31/2014	Standard Class	OFF-ST-10001837	MM-18055
6741	CA-2014-144029	5/26/2014	5/31/2014	Standard Class	FUR-CH-10003981	MM-18055
6742	CA-2014-144029	5/26/2014	5/31/2014	Standard Class	OFF-AR-10000716	MM-18055
6745	CA-2017-111269	6/16/2017	6/18/2017	Second Class	TEC-AC-10001606	CS-12355
6746	CA-2017-111269	6/16/2017	6/18/2017	Second Class	OFF-AR-10001427	CS-12355
6747	CA-2017-159156	11/13/2017	11/16/2017	First Class	TEC-PH-10004389	KB-16600
6751	CA-2016-154767	6/28/2016	6/30/2016	Second Class	FUR-CH-10003535	BP-11155
6752	CA-2016-154767	6/28/2016	6/30/2016	Second Class	OFF-AP-10000595	BP-11155
6753	CA-2016-154767	6/28/2016	6/30/2016	Second Class	OFF-PA-10003039	BP-11155
6754	CA-2016-154767	6/28/2016	6/30/2016	Second Class	OFF-BI-10002003	BP-11155
6755	CA-2016-154767	6/28/2016	6/30/2016	Second Class	OFF-AP-10002311	BP-11155
6756	CA-2017-124205	9/15/2017	9/19/2017	Standard Class	FUR-FU-10002445	TC-21145
6757	CA-2017-124205	9/15/2017	9/19/2017	Standard Class	FUR-CH-10003606	TC-21145
6758	CA-2017-124205	9/15/2017	9/19/2017	Standard Class	TEC-PH-10002115	TC-21145
6759	CA-2017-124205	9/15/2017	9/19/2017	Standard Class	OFF-ST-10000934	TC-21145
6761	CA-2017-100636	6/26/2017	6/30/2017	Standard Class	OFF-ST-10004123	DO-13435
6762	CA-2016-162943	7/24/2016	7/26/2016	Second Class	FUR-CH-10001708	DB-12970
6763	CA-2016-144764	9/2/2016	9/8/2016	Standard Class	OFF-LA-10000240	RL-19615
6764	CA-2016-144764	9/2/2016	9/8/2016	Standard Class	OFF-ST-10002485	RL-19615
6765	CA-2016-144764	9/2/2016	9/8/2016	Standard Class	TEC-MA-10003230	RL-19615
6766	CA-2017-100615	4/20/2017	4/24/2017	Standard Class	FUR-CH-10002602	SJ-20215
6767	CA-2017-100615	4/20/2017	4/24/2017	Standard Class	OFF-AR-10001683	SJ-20215
6768	CA-2017-100615	4/20/2017	4/24/2017	Standard Class	FUR-FU-10002456	SJ-20215
6771	CA-2017-139402	12/9/2017	12/13/2017	Standard Class	OFF-PA-10004359	NC-18535
6772	CA-2017-139402	12/9/2017	12/13/2017	Standard Class	OFF-BI-10000279	NC-18535
6778	US-2017-166037	1/28/2017	2/1/2017	Standard Class	TEC-AC-10002800	CL-12700
6779	US-2016-147711	9/3/2016	9/8/2016	Second Class	FUR-BO-10003159	HF-14995
6780	US-2016-147711	9/3/2016	9/8/2016	Second Class	FUR-FU-10002364	HF-14995
6781	US-2016-147711	9/3/2016	9/8/2016	Second Class	OFF-BI-10003350	HF-14995
6782	US-2016-147711	9/3/2016	9/8/2016	Second Class	OFF-LA-10004093	HF-14995
6783	CA-2017-121293	7/25/2017	7/28/2017	Second Class	FUR-FU-10000732	JC-15775
6784	CA-2017-121293	7/25/2017	7/28/2017	Second Class	OFF-SU-10004884	JC-15775
6785	CA-2017-121293	7/25/2017	7/28/2017	Second Class	FUR-TA-10001771	JC-15775
6786	CA-2017-121293	7/25/2017	7/28/2017	Second Class	OFF-ST-10000060	JC-15775
6787	CA-2017-121293	7/25/2017	7/28/2017	Second Class	OFF-PA-10004100	JC-15775
6794	CA-2015-145394	11/16/2015	11/20/2015	Standard Class	OFF-ST-10000344	MC-17605
